LGA_NAME,DAY_OF_WEE,Casualty,Day,Longitude,Latitude
WELLINGTON,Saturday,89,Sat,147.0609878,-38.10542305
WELLINGTON,Sunday,128,Sun,147.0609878,-38.10542305
WELLINGTON,Thursday,102,Thu,147.0609878,-38.10542305
WELLINGTON,Tuesday,101,Tue,147.0609878,-38.10542305
WELLINGTON,Wednesday,89,Wed,147.0609878,-38.10542305
WEST WIMMERA,Friday,16,Fri,141.5081845,-37.20729285
WEST WIMMERA,Monday,7,Mon,141.5081845,-37.20729285
WEST WIMMERA,Saturday,9,Sat,141.5081845,-37.20729285
WEST WIMMERA,Sunday,11,Sun,141.5081845,-37.20729285
WEST WIMMERA,Thursday,7,Thu,141.5081845,-37.20729285
WEST WIMMERA,Tuesday,14,Tue,141.5081845,-37.20729285
WEST WIMMERA,Wednesday,12,Wed,141.5081845,-37.20729285
WHITEHORSE,Friday,224,Fri,145.1628635,-37.83566284
WHITEHORSE,Monday,214,Mon,145.1628635,-37.83566284
WHITEHORSE,Saturday,161,Sat,145.1628635,-37.83566284
WHITEHORSE,Sunday,179,Sun,145.1628635,-37.83566284
WHITEHORSE,Thursday,249,Thu,145.1628635,-37.83566284
WHITEHORSE,Tuesday,231,Tue,145.1628635,-37.83566284
WHITEHORSE,Wednesday,249,Wed,145.1628635,-37.83566284
WHITTLESEA,Friday,322,Fri,145.0799938,-37.65605189
WHITTLESEA,Monday,309,Mon,145.0799938,-37.65605189
WHITTLESEA,Saturday,199,Sat,145.0799938,-37.65605189
WHITTLESEA,Sunday,275,Sun,145.0799938,-37.65605189
WHITTLESEA,Thursday,334,Thu,145.0799938,-37.65605189
WHITTLESEA,Tuesday,320,Tue,145.0799938,-37.65605189
WHITTLESEA,Wednesday,361,Wed,145.0799938,-37.65605189
WODONGA,Friday,48,Fri,146.8946962,-36.11126643
WODONGA,Monday,59,Mon,146.8946962,-36.11126643
WODONGA,Saturday,27,Sat,146.8946962,-36.11126643
WODONGA,Sunday,33,Sun,146.8946962,-36.11126643
WODONGA,Thursday,38,Thu,146.8946962,-36.11126643
WODONGA,Tuesday,56,Tue,146.8946962,-36.11126643
WODONGA,Wednesday,49,Wed,146.8946962,-36.11126643
WYNDHAM,Friday,281,Fri,144.7331699,-37.8684244
WYNDHAM,Monday,277,Mon,144.7331699,-37.8684244
WYNDHAM,Saturday,163,Sat,144.7331699,-37.8684244
WYNDHAM,Sunday,193,Sun,144.7331699,-37.8684244
WYNDHAM,Thursday,266,Thu,144.7331699,-37.8684244
WYNDHAM,Tuesday,273,Tue,144.7331699,-37.8684244
WYNDHAM,Wednesday,312,Wed,144.7331699,-37.8684244
YARRA,Friday,246,Fri,144.9862106,-37.78517376
YARRA,Monday,265,Mon,144.9862106,-37.78517376
YARRA,Saturday,130,Sat,144.9862106,-37.78517376
YARRA,Sunday,180,Sun,144.9862106,-37.78517376
YARRA,Thursday,304,Thu,144.9862106,-37.78517376
YARRA,Tuesday,273,Tue,144.9862106,-37.78517376
YARRA,Wednesday,272,Wed,144.9862106,-37.78517376
YARRA RANGES,Friday,332,Fri,145.4412187,-37.89493135
YARRA RANGES,Monday,265,Mon,145.4412187,-37.89493135
YARRA RANGES,Saturday,247,Sat,145.4412187,-37.89493135
YARRA RANGES,Sunday,366,Sun,145.4412187,-37.89493135
YARRA RANGES,Thursday,259,Thu,145.4412187,-37.89493135
YARRA RANGES,Tuesday,285,Tue,145.4412187,-37.89493135
YARRA RANGES,Wednesday,276,Wed,145.4412187,-37.89493135
YARRIAMBIACK,Friday,8,Fri,142.152759,-35.71783682
YARRIAMBIACK,Monday,3,Mon,142.152759,-35.71783682
YARRIAMBIACK,Saturday,9,Sat,142.152759,-35.71783682
YARRIAMBIACK,Sunday,13,Sun,142.152759,-35.71783682
YARRIAMBIACK,Thursday,9,Thu,142.152759,-35.71783682
YARRIAMBIACK,Tuesday,13,Tue,142.152759,-35.71783682
YARRIAMBIACK,Wednesday,6,Wed,142.152759,-35.71783682
