Casualty,Year,LONGITUDE,LATITUDE
1,2016,144.8563349,-37.72809431
1,2016,144.9491441,-37.63267104
1,2016,144.3679304,-38.15621184
1,2016,145.2365328,-37.91217698
1,2016,145.3567213,-36.38964822
1,2016,145.0573747,-37.95649629
1,2016,144.3406408,-38.20494984
1,2016,145.217245,-37.91427015
1,2016,145.2555913,-37.97815439
1,2016,145.2465526,-37.97349867
1,2016,145.258048,-38.07995129
1,2016,143.998153,-38.01468062
1,2016,142.485611,-38.38081083
1,2016,145.9927846,-38.06464478
1,2016,144.6554896,-37.90455012
1,2016,145.3228249,-38.03574681
1,2016,145.0894183,-38.18661078
1,2016,144.5281394,-38.25667473
1,2016,145.0757588,-38.33367079
1,2016,147.2377744,-37.52037792
1,2016,145.1587101,-37.91857436
1,2016,146.9669736,-37.92826985
1,2016,147.0213266,-36.14850841
1,2016,144.933539,-37.80812601
1,2016,148.7229689,-37.69566519
1,2016,145.1934701,-38.31055119
1,2016,145.0707349,-37.96724513
1,2016,144.8126574,-37.86561674
1,2016,147.2765378,-37.74500573
1,2016,145.1340134,-38.02703288
1,2016,145.241464,-37.85296855
1,2016,144.748668,-37.34363373
1,2016,143.62174,-38.75503
1,2016,145.1327577,-37.96140622
1,2016,145.1853484,-37.96939868
1,2016,145.0124148,-37.66051606
1,2016,144.9979113,-37.82564005
1,2016,146.3183826,-36.40042756
1,2016,145.2272276,-37.83251976
1,2016,144.9432734,-37.63290808
1,2016,144.9239158,-37.63846602
1,2016,145.0253041,-37.67776099
1,2016,147.5910154,-37.02706542
1,2016,145.0268791,-37.86298978
1,2016,145.1465219,-37.8592137
1,2016,145.1625888,-37.96317303
1,2016,144.8160239,-37.76082456
1,2016,144.7054551,-37.82122423
1,2016,144.9268982,-37.77269772
1,2016,144.9091576,-37.77097065
1,2016,145.0788282,-37.77599974
1,2016,144.6678259,-37.83616972
1,2016,144.9197257,-37.76696658
1,2016,145.220669,-37.98565292
1,2016,144.2373433,-38.07936815
1,2016,145.0634654,-37.9534312
1,2016,144.9783471,-37.83729104
1,2016,145.1508041,-37.72631266
1,2016,144.9770928,-37.3934968
1,2016,144.9887272,-37.85129856
1,2016,145.0351206,-37.99464032
1,2016,146.3648136,-38.36891272
1,2016,144.9148702,-37.80157038
1,2016,143.8411463,-37.59663252
1,2016,145.2823129,-38.01698814
1,2016,143.088083,-38.40654247
1,2016,145.1335736,-37.73782458
1,2016,145.2338434,-38.0166832
1,2016,146.4192253,-38.2771713
1,2016,145.1844146,-37.81767121
1,2016,148.2634007,-37.22336116
1,2016,145.1268404,-37.79731284
1,2016,144.9870369,-37.84594768
1,2016,145.0254437,-37.97660872
1,2016,144.9748435,-37.75673496
1,2016,143.25866,-38.74624617
1,2016,144.9384253,-37.73152597
1,2016,147.7917158,-36.6639803
1,2016,148.7187737,-37.79764853
1,2016,143.9278358,-37.55169965
1,2016,145.6492157,-35.92651442
1,2016,144.6532736,-38.11505808
1,2016,145.3365724,-38.05970833
1,2016,145.0214405,-37.85049159
1,2016,144.7275229,-37.57503588
1,2016,142.4753039,-38.40265749
1,2016,145.0024382,-37.8262078
1,2016,146.5603711,-38.13084566
1,2016,145.556028,-35.81945283
1,2016,147.7191211,-37.91509627
1,2016,145.1375229,-37.89378205
1,2016,145.0051765,-37.85963545
1,2016,145.0452667,-38.25802778
1,2016,142.0175858,-34.13045964
1,2016,145.4022449,-36.34309055
1,2016,148.9185021,-37.58753642
1,2016,145.0829694,-37.8923815
1,2016,145.0385794,-37.75645596
1,2016,145.3516177,-38.05217026
1,2016,144.922537,-36.24011231
1,2016,144.2684375,-37.48244348
1,2016,145.031124,-38.22839349
1,2016,145.1692204,-37.8547737
1,2016,144.955278,-37.81540386
1,2016,145.6701595,-38.33161346
1,2016,145.0931765,-37.89490275
1,2016,144.8147303,-37.73408975
1,2016,145.2283606,-36.45479454
1,2016,144.9288932,-37.7403365
1,2016,145.0580925,-37.69735213
1,2016,145.0200613,-37.70705536
1,2016,145.2698944,-37.84527083
1,2016,145.1139954,-37.51788906
1,2016,144.980786,-37.82366174
1,2016,144.4911818,-38.28233568
1,2016,144.9263578,-37.58616282
1,2016,144.3583397,-38.07843968
1,2016,145.2961357,-38.51026425
1,2016,145.2956769,-38.08450114
1,2016,145.1319826,-37.85996754
1,2016,144.9882541,-37.88970646
1,2016,145.1949783,-36.71747578
1,2016,144.7370966,-37.87348151
1,2016,144.1322541,-35.698135
1,2016,143.1686734,-35.84464753
1,2016,145.1155694,-37.51181374
1,2016,145.0544252,-37.82311432
1,2016,144.7704513,-36.98001897
1,2016,145.3000611,-38.1545184
1,2016,145.1458064,-37.72193685
1,2016,145.2137105,-37.98443632
1,2016,145.0912065,-37.12126823
1,2016,145.0561379,-37.96332038
1,2016,145.5441014,-38.29815688
1,2016,144.9797152,-37.79849788
1,2016,145.1419434,-38.14415354
1,2016,145.0384154,-37.9037741
1,2016,145.0705197,-37.45602093
1,2016,146.8706402,-36.12591488
1,2016,144.61452,-37.87539
1,2016,145.1776026,-37.95193003
1,2016,144.8751917,-38.36393014
1,2016,145.1223349,-38.14020167
1,2016,144.8227716,-37.75798941
1,2016,144.9961226,-37.80979607
1,2016,144.7320288,-37.56873636
1,2016,145.2015763,-37.92390251
1,2016,145.33343,-37.96455163
1,2016,144.7823595,-37.72771356
1,2016,145.1585036,-38.22122345
1,2016,144.3116457,-38.20098405
1,2016,145.2188832,-37.9967192
1,2016,146.1311608,-38.48952698
1,2016,144.8922839,-37.76901535
1,2016,144.981335,-37.86639215
1,2016,145.2072043,-37.85969848
1,2016,144.3830071,-38.14923454
1,2016,145.378078,-37.66001608
1,2016,143.3360609,-37.95302016
1,2016,144.9439783,-37.80030063
1,2016,144.338982,-38.31211578
1,2016,141.5300825,-38.03832869
1,2016,144.9318552,-37.773053
1,2016,145.2341246,-37.98717424
1,2016,144.9969814,-37.8039635
1,2016,145.0371828,-37.93415252
1,2016,145.0072477,-37.91234882
1,2016,145.1960588,-37.85830224
1,2016,144.9566229,-37.83664687
1,2016,144.8631079,-37.79325694
1,2016,144.9968196,-37.83185046
1,2016,145.0617237,-37.7588941
1,2016,146.8944141,-36.12215075
1,2016,144.9460795,-37.79256515
1,2016,145.359371,-36.39443253
1,2016,145.7254957,-38.630979
1,2016,147.1179197,-37.90738982
1,2016,145.0315659,-37.65267843
1,2016,144.9797239,-37.84770272
1,2016,144.9193889,-37.68240036
1,2016,144.9260725,-37.72939191
1,2016,143.0504128,-38.52686757
1,2016,145.1004872,-37.94188094
1,2016,147.2044361,-38.18499445
1,2016,145.3759567,-37.75154731
1,2016,142.7908314,-37.06422221
1,2016,144.8827957,-37.70286825
1,2016,143.725402,-37.73260834
1,2016,144.9390966,-37.78016796
1,2016,145.1269838,-37.91429641
1,2016,145.591049,-37.90821942
1,2016,146.3007697,-39.00047725
1,2016,144.9940166,-37.74278482
1,2016,144.9579367,-37.68904573
1,2016,144.9644241,-37.7035467
1,2016,144.8979837,-37.80104054
1,2016,145.1557558,-37.8680794
1,2016,145.1487054,-37.85232359
1,2016,144.962541,-37.82803342
1,2016,145.374626,-38.05150686
1,2016,145.1085879,-37.89177212
1,2016,144.3434413,-38.11076988
1,2016,145.4033691,-36.38167044
1,2016,144.871801,-37.70272372
1,2016,144.7961855,-37.77055619
1,2016,144.9706963,-37.77829264
1,2016,143.6917781,-37.39278273
1,2016,144.9093207,-37.77485617
1,2016,145.0355145,-37.8713046
1,2016,144.9340001,-37.66514892
1,2016,144.9770608,-37.82319573
1,2016,144.9748409,-37.74216946
1,2016,145.1627509,-37.99294132
1,2016,145.0725128,-37.74288379
1,2016,145.1921756,-37.80025488
1,2016,144.9916992,-37.88616911
1,2016,145.3029077,-38.01883923
1,2016,145.8810705,-37.2076755
1,2016,144.477434,-37.2691119
1,2016,146.7010518,-38.29448737
1,2016,144.2443651,-36.79272097
1,2016,147.0566081,-38.06587492
1,2016,145.1825915,-37.77792047
1,2016,144.9441099,-37.79112567
1,2016,144.9866305,-38.41640908
1,2016,145.2820868,-37.8976912
1,2016,144.2616,-36.78112
1,2016,145.3208602,-38.02821332
1,2016,144.7600903,-37.87044574
1,2016,144.4197165,-37.22294007
1,2016,144.9248427,-37.76715883
1,2016,145.0475859,-37.87806876
1,2016,145.1151084,-37.77424555
1,2016,144.992972,-37.78733536
1,2016,145.0306724,-37.74223476
1,2016,146.7470748,-38.41744858
1,2016,146.9212885,-36.70633768
1,2016,145.0377569,-37.90930902
1,2016,145.0626646,-37.77523026
1,2016,144.2412758,-38.12593694
1,2016,145.069127,-37.59753147
1,2016,145.3421838,-38.04025243
1,2016,145.1279773,-37.88134002
1,2016,145.0870758,-37.96926255
1,2016,144.8310653,-37.76429493
1,2016,145.2346248,-38.23439297
1,2016,145.295096,-37.77086093
1,2016,145.8443294,-38.1301593
1,2016,145.1883779,-38.01085551
1,2016,145.3104081,-37.98158504
1,2016,144.9637496,-37.82457913
1,2016,146.283637,-38.19108612
1,2016,145.0937695,-37.82552654
1,2016,144.3259088,-38.326171
1,2016,145.2655482,-38.10240723
1,2016,144.9879251,-37.77847867
1,2016,144.8353509,-37.82058848
1,2016,144.9484897,-37.51999587
1,2016,143.7062402,-37.51137098
1,2016,145.968967,-36.58099122
1,2016,144.2577583,-36.69725752
1,2016,145.2437515,-38.05630958
1,2016,145.6498297,-38.55559491
1,2016,147.632247,-37.82649007
1,2016,144.7770177,-37.69633421
1,2016,145.0015067,-37.74497872
1,2016,144.8266063,-37.72479149
1,2016,141.6037544,-38.34886958
1,2016,144.9360828,-37.75214252
1,2016,145.1577003,-37.82397744
1,2016,145.0552471,-37.71439919
1,2016,145.0287744,-37.62305891
1,2016,144.9967228,-37.88340829
1,2016,146.2383129,-36.53471691
1,2016,147.9228818,-37.75433407
1,2016,144.9379246,-37.7571704
1,2016,144.9864331,-37.84019591
1,2016,146.3168915,-36.37243131
1,2016,144.7682234,-36.13800668
1,2016,144.9830364,-37.79196046
1,2016,145.3868807,-36.40890905
1,2016,144.9979281,-37.82568582
1,2016,145.1566994,-37.87312953
1,2016,144.9599146,-37.8063281
1,2016,145.0861739,-37.13405249
1,2016,145.2215254,-37.69593368
1,2016,146.7003431,-38.29386387
1,2016,142.1252186,-34.21463811
1,2016,145.1587286,-38.26043494
1,2016,145.5437948,-37.78422286
1,2016,145.1579994,-37.77632744
1,2016,144.9608838,-37.77425973
1,2016,145.1149376,-37.77279202
1,2016,147.0504307,-36.90600089
1,2016,146.1622777,-37.21755476
1,2016,142.1762314,-34.19336764
1,2016,145.0848483,-37.77992074
1,2016,144.970512,-37.79748596
1,2016,144.6894909,-37.84194186
1,2016,144.319548,-38.20319085
1,2016,145.950334,-38.15445116
1,2016,144.3591387,-38.06879219
1,2016,145.0474188,-36.31463581
1,2016,145.0237135,-37.65188105
1,2016,146.7634255,-38.16313687
1,2016,145.0683365,-37.1193045
1,2016,145.2413121,-38.0353002
1,2016,144.9772363,-37.85980762
1,2016,145.328512,-37.52353424
1,2016,146.1620952,-38.2228738
1,2016,146.3982585,-38.22897528
1,2016,145.1301174,-37.77837828
1,2016,145.2028695,-37.73987554
1,2016,143.2048925,-37.37531151
1,2016,144.9458496,-37.80064565
1,2016,144.8904509,-37.28883671
1,2016,145.1853584,-37.57122001
1,2016,145.2787772,-37.85407256
1,2016,145.1256085,-38.03186022
1,2016,144.7908654,-38.37646291
1,2016,145.2293008,-37.94633706
1,2016,145.1440588,-37.89520053
1,2016,145.0270546,-37.63345988
1,2016,145.082912,-37.98325363
1,2016,145.6318207,-38.57985483
1,2016,145.243166,-37.60809534
1,2016,144.9772955,-37.81205498
1,2016,145.0276535,-37.68972815
1,2016,145.0277211,-37.79076463
1,2016,145.0504847,-37.70890173
1,2016,144.8300947,-37.76973224
1,2016,145.5919269,-37.22322795
1,2016,144.9859682,-37.83819339
1,2016,145.2277096,-37.85919379
1,2016,144.937824,-37.66557097
1,2016,145.5082175,-37.81483084
1,2016,144.7387581,-37.74891479
1,2016,145.0236426,-37.65181529
1,2016,145.2682448,-37.35189378
1,2016,144.8298612,-37.77329208
1,2016,147.1719608,-36.06700819
1,2016,145.2764335,-38.08226584
1,2016,144.2832556,-37.05006418
1,2016,144.8219934,-37.761529
1,2016,145.2247453,-37.99588391
1,2016,146.397086,-38.23520754
1,2016,143.910446,-37.51877848
1,2016,146.4301413,-38.224572
1,2016,141.5052082,-36.39052352
1,2016,144.3041649,-36.77726053
1,2016,145.0315128,-37.82221099
1,2016,144.8744497,-37.69256751
1,2016,143.3401526,-35.39732394
1,2016,145.3459659,-38.04732761
1,2016,144.9165406,-37.70817873
1,2016,145.0955692,-37.60089063
1,2016,145.6347194,-37.07009449
1,2016,145.4977021,-38.07360708
1,2016,144.9360372,-37.79508826
1,2016,145.1556325,-37.83275124
1,2016,144.3579953,-37.1642741
1,2016,144.9546086,-37.8122918
1,2016,145.0142131,-37.67833116
1,2016,142.5037295,-38.35726864
1,2016,144.9314874,-37.64080814
1,2016,142.6577876,-37.39792402
1,2016,145.5714142,-37.92022984
1,2016,144.9883261,-37.82797879
1,2016,145.0306696,-37.54911501
1,2016,142.1622589,-34.15873425
1,2016,145.0017694,-37.85065424
1,2016,146.3265463,-36.35526434
1,2016,143.7084429,-38.71195151
1,2016,144.9981749,-37.83458984
1,2016,144.8392824,-37.74638132
1,2016,144.8005212,-37.72816358
1,2016,145.1429177,-37.68696206
1,2016,143.2979046,-37.31211943
1,2016,146.007412,-38.04047434
1,2016,144.8893195,-37.79163098
1,2016,144.9993878,-37.81747583
1,2016,144.9946752,-38.30438147
1,2016,143.3466628,-35.18678016
1,2016,146.0397302,-36.54947707
1,2016,145.1433687,-37.92456137
1,2016,147.7219196,-37.80674722
1,2016,145.9866353,-36.54943818
1,2016,146.038739,-37.99704218
1,2016,145.03123,-37.67300389
1,2016,143.7555326,-37.56349963
1,2016,145.1064962,-37.56901692
1,2016,144.9166325,-37.75631461
1,2016,145.3980245,-36.4110121
1,2016,145.4886878,-38.13906796
1,2016,145.1595389,-37.91522671
1,2016,144.7389722,-37.89858955
1,2016,145.1133858,-38.04679452
1,2016,143.4150203,-37.40862512
1,2016,142.9350741,-37.28266087
1,2016,144.9470692,-37.65628399
1,2016,145.2033284,-37.93832843
1,2016,145.6922287,-35.95886654
1,2016,145.0414027,-37.76963149
1,2016,142.3978088,-35.559766
1,2016,144.9424958,-37.79099871
1,2016,145.3753759,-38.05681117
1,2016,144.9514355,-37.81316682
1,2016,145.000833,-37.70338636
1,2016,145.1587211,-37.79784458
1,2016,144.642757,-37.89476303
1,2016,145.307512,-37.93523491
1,2016,144.9875925,-37.90816804
1,2016,144.3390297,-38.14238694
1,2016,145.3058478,-38.0319499
1,2016,145.2436687,-38.02682246
1,2016,145.1784427,-37.93588647
1,2016,144.3589635,-36.80669492
1,2016,145.1794467,-36.93357078
1,2016,145.3437545,-38.0607952
1,2016,144.649547,-37.88121592
1,2016,145.0926596,-37.30762591
1,2016,145.2752841,-37.88192926
1,2016,145.0892189,-37.12757058
1,2016,144.8437003,-37.72333042
1,2016,145.1811705,-38.07048837
1,2016,143.9195627,-35.72465066
1,2016,144.9580305,-37.79450859
1,2016,145.3495516,-37.85363868
1,2016,145.1464636,-36.04850362
1,2016,143.8839876,-37.65028808
1,2016,145.0017007,-37.73048053
1,2016,145.3535969,-36.55602805
1,2016,144.9948103,-37.86433762
1,2016,145.4712716,-38.06873573
1,2016,144.9255065,-37.60211853
1,2016,143.7359985,-38.48610988
1,2016,142.4722705,-38.37325828
1,2016,144.2919104,-36.75729415
1,2016,146.0479049,-38.10557929
1,2016,144.6978532,-36.10008939
1,2016,145.0559989,-37.69749621
1,2016,145.8875783,-38.18072449
1,2016,146.1960866,-36.63758674
1,2016,144.7542042,-37.76220137
1,2016,144.2760501,-36.71926517
1,2016,145.0916382,-37.69445105
1,2016,145.9406662,-36.57779744
1,2016,145.4513,-35.82224
1,2016,145.0556962,-37.96541092
1,2016,145.3314074,-38.09662636
1,2016,144.9522276,-37.79761546
1,2016,145.0099502,-37.86374135
1,2016,144.7546533,-37.69379895
1,2016,143.2646596,-35.47187003
1,2016,144.9586748,-37.82546167
1,2016,145.1183908,-37.79656499
1,2016,144.943859,-37.70254815
1,2016,144.2593501,-36.74680404
1,2016,145.1457452,-38.33881536
1,2016,145.0105433,-37.86010049
1,2016,145.7367507,-37.86593673
1,2016,144.9136249,-37.83033183
1,2016,145.0463092,-36.53122008
1,2016,142.083676,-37.74475036
1,2016,146.1890961,-38.35792097
1,2016,145.073836,-37.74103747
1,2016,144.8170473,-37.81583118
1,2016,147.6280843,-37.82529368
1,2016,145.4750028,-38.20714772
1,2016,144.9704827,-37.79747641
1,2016,145.2936462,-38.13122301
1,2016,144.9091681,-37.6381
1,2016,145.121049,-38.14574146
1,2016,144.7385184,-38.33962508
1,2016,145.1959713,-37.99313735
1,2016,144.6827785,-37.87760504
1,2016,146.3152872,-36.3513249
1,2016,145.2509118,-37.84313676
1,2016,145.244292,-37.87086599
1,2016,145.1261449,-38.14204451
1,2016,144.9141045,-37.75052969
1,2016,144.8633286,-37.68215521
1,2016,146.864977,-36.13244457
1,2016,145.1345828,-37.75526775
1,2016,144.3663604,-38.15350752
1,2016,145.0782033,-37.88703449
1,2016,147.0888544,-37.94791535
1,2016,145.056671,-38.22037088
1,2016,145.2210793,-37.98360657
1,2016,144.9788444,-37.8373103
1,2016,144.3157565,-36.76684627
1,2016,145.6782629,-37.79654911
1,2016,144.6259252,-37.87460019
1,2016,144.9430503,-37.59720323
1,2016,144.9662153,-37.47412253
1,2016,144.8248778,-37.82559009
1,2016,144.6371452,-38.11033137
1,2016,144.0096766,-37.55278355
1,2016,145.1994491,-37.63605969
1,2016,144.9781548,-38.32859138
1,2016,144.5899926,-37.48569857
1,2016,144.7605882,-37.59908498
1,2016,145.3501792,-37.85391272
1,2016,145.7414958,-37.88316246
1,2016,144.9610243,-37.70659316
1,2016,143.2040941,-37.37484829
1,2016,145.9819339,-36.54775578
1,2016,146.0075632,-36.01185965
1,2016,144.9754767,-37.8056131
1,2016,144.3280361,-38.12194405
1,2016,145.4466942,-36.39900759
1,2016,145.1373227,-37.61036091
1,2016,145.1761442,-37.81846876
1,2016,145.0361612,-37.93505617
1,2016,144.6516547,-37.72351821
1,2016,145.305947,-38.01555576
1,2016,145.0228259,-37.65308496
1,2016,144.9207185,-37.73732654
1,2016,144.4044211,-38.26579313
1,2016,145.3106373,-38.19903839
1,2016,146.8957134,-36.13813161
1,2016,145.0155056,-37.67163613
1,2016,145.6344991,-38.20873746
1,2016,144.7911862,-37.8772159
1,2016,142.3988975,-38.31567668
1,2016,145.2521122,-37.8555637
1,2016,144.6791989,-36.09060111
1,2016,145.3746269,-36.40592021
1,2016,142.9896954,-38.01723938
1,2016,144.7396416,-37.75630992
1,2016,145.0500101,-37.69689113
1,2016,144.9633045,-37.65386226
1,2016,143.8577764,-37.56213281
1,2016,143.6685058,-36.27273744
1,2016,144.8622193,-37.72598504
1,2016,145.2924104,-37.57695574
1,2016,144.9733156,-37.836842
1,2016,144.7469686,-37.85405922
1,2016,145.0851514,-37.75858361
1,2016,144.8498693,-37.72456442
1,2016,144.3384561,-38.14570893
1,2016,144.9807037,-37.87017694
1,2016,145.3379006,-37.95096868
1,2016,145.2146394,-37.62609596
1,2016,144.3535758,-38.16291821
1,2016,144.9651601,-37.73458286
1,2016,145.1856679,-37.81754589
1,2016,145.0047944,-37.73337518
1,2016,144.2537662,-36.7186527
1,2016,144.9761817,-37.74239311
1,2016,145.012439,-37.69497082
1,2016,144.3538458,-38.14993841
1,2016,144.8818495,-37.84084753
1,2016,145.1383844,-37.78647444
1,2016,145.1372117,-37.95823625
1,2016,144.8816893,-37.63481577
1,2016,145.2895725,-37.76281908
1,2016,145.2327939,-37.9295605
1,2016,145.1206867,-37.84645541
1,2016,145.1845282,-37.98075145
1,2016,144.9798605,-37.40669886
1,2016,148.5821474,-37.44671141
1,2016,144.2740756,-36.75524587
1,2016,144.4430569,-37.68519886
1,2016,145.6848382,-38.65526308
1,2016,145.9042217,-37.60486506
1,2016,144.4431352,-37.75318859
1,2016,144.8450485,-37.85007807
1,2016,145.07941,-37.86339026
1,2016,145.1306813,-37.81889368
1,2016,145.0124352,-37.68410778
1,2016,145.2540523,-37.79789292
1,2016,144.8263213,-37.62847041
1,2016,143.8140483,-37.54467621
1,2016,144.9923522,-37.80400594
1,2016,145.0645674,-37.75602903
1,2016,145.1314356,-37.85756274
1,2016,144.8775383,-37.76896715
1,2016,145.1666241,-37.97331019
1,2016,144.765983,-37.72578393
1,2016,144.347344,-38.16458668
1,2016,144.8902836,-37.78703933
1,2016,145.2146585,-37.95247443
1,2016,145.2133511,-37.82800389
1,2016,144.8644095,-37.78660684
1,2016,144.73557,-37.74324212
1,2016,145.1022207,-38.16352247
1,2016,143.8416025,-37.53280252
1,2016,144.952845,-37.30049974
1,2016,145.2322221,-37.63089317
1,2016,144.2042975,-38.39219022
1,2016,144.9770163,-37.84096457
1,2016,145.2273044,-37.81062339
1,2016,145.6743828,-37.71356368
1,2016,144.9797025,-37.86846203
1,2016,145.0675639,-37.98165688
1,2016,145.144721,-37.78033844
