location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,house_type,latitude,longitude,coordinates,buy_price,type,price tag
"243 Franklin Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-124247462,"703/243 Franklin Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/7f43d6fed0f60a0244a0b8ee6b090a41098f9b62e310a8e38db2d1a5afc09842/image.jpg,Apartment,-37.8098639,144.956785,"(144.956785, -37.8098639)",195000,buy,"Contact Agent $195,000 - $214,000"
"268 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-studio-vic-melbourne-139979847,"610/268 Flinders Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/5e2c201df8574a36fac19f6d0931e855aae6fec6346c9f0ed960c3866873aa44/image.jpg,Studio,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",165000,buy,"$160,000 - $170,000"
"280 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-135177878,"1208/280 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/55222fdeef3fbb919fb3f0b7e9ba51c51d18501d380ec5b8ed24d2d114a14f5d/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",299000,buy,299000 
"33 Mackenzie Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140452387,"601/33 Mackenzie Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/ee04f171829edb6761c66309f730f114991963eb20c780e8a71ac9d7b68d5018/image.jpg,Apartment,-37.807427,144.9671085,"(144.9671085, -37.807427)",499900,buy,499900 
"547 Flinders Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140451747,"605/547 Flinders Lane, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/c1ca972562a0001137b9f25e3ee0b5b2982afc019eea77599ac3880b7f19973b/image.jpg,Apartment,-37.8171895,144.9645279,"(144.9645279, -37.8171895)",330000,buy,"$320,000 - $340,000"
"60 Market St, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140451555,"2.08/60 Market St, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/405efd3d35e316fd9b1d26d96df5e37019ffa432798314a5e9484a6a514b04cf/image.jpg,Apartment,-37.81776725,144.9608608,"(144.9608607508403, -37.81776725)",199000,buy,199000 
"557 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-136350618,"1801/557 Little Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/6c6c325632558dddf467a38c3af4e0a4deb4e8d81359b69553035a2d138a93d6/image.jpg,Apartment,-37.8109981,144.9628452,"(144.9628452, -37.8109981)",294000,buy,"$280,000 - $308,000"
"141 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140443379,"3101/141 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/ad36788f0d8a262256059eb94100cc5b94db23ab4956c19915fa5b4b3ac18cc9/image.jpg,Apartment,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",526000,buy,526000 
"141 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140443399,"2904/141 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/ee3466a205642ee7ef5097d11ea0174d982d4337e89a356bcb9ea46adeca0ce8/image.jpg,Apartment,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",517000,buy,517000 
"380 Little Lonsdale, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-125711426,"1204/380 Little Lonsdale, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/ea4fa62f60f2ab620dc75a7ad5be4b4aaec42bb1bdf62f158eabaf021be4fe11/image.jpg,Apartment,-37.8122724,144.9581821,"(144.9581821, -37.8122724)",265000,buy,"$250,000 - $280,000"
"68 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140390223,"709/68 La Trobe Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/708593918d3d30bf3a69073876d878a07cce648c7d9370282cf03d2a4256b678/image.jpg,Apartment,-37.80836015,144.9665562,"(144.96655620173067, -37.80836015)",742500,buy,"$740,000 - $745,000"
"441 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140377327,"G9/441 Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/749b5afc37ab959fba4ccc2953b10561649edb548792eb8823bbae2ff9972a85/image.jpg,Apartment,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",262500,buy,"Private Sale $250,000 - $275,000"
"224-252 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140371147,"8102/224-252 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/f3e3c43fd7cf769de559ae2edd9b37ac5d1065b9f0e36bcc2be40d270e594a4d/image.jpg,Apartment,,,,735000,buy,"$700,000 - $770,000"
"380 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139989795,"3605/380 Little Lonsdale Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/91b9a23b2c9d977247e9c4e5175d441073c6caa65dbb0c8671a4d5f730922d5b/image.jpg,Apartment,-37.8122724,144.9581821,"(144.9581821, -37.8122724)",495000,buy,495000 
"370 Queens Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140353775,"3912/370 Queens Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/ef84d507e0ce1ee6c134196105fc3101c4267fef757a18eb0d596cbc099460b3/image.jpg,Apartment,-37.8199117,144.9614505,"(144.9614505, -37.8199117)",824150,buy,"from $824,150"
"250  Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140342795,"2209B/250  Spencer Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/734ec1e20c3b5c20435b5a5dd3ad3b28509ad24ab8f7c824b01629d433c05926/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",725000,buy,"$700,000-$750,000"
"243 Franklin Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140351671,"8.03/243 Franklin Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/8fdb7f62e96bce492486bc3b9eea9fbffc126810e168d712cc86583a411a3585/image.jpg,Apartment,-37.8098639,144.956785,"(144.956785, -37.8098639)",202500,buy,"$200,000 - $205,000"
"43 Jeffcott St, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140350731,"5/43 Jeffcott St, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/21b8305e810309ba5cdeb9c1a0cf28667e2cc37754bdc80fa15139d7d2f6a402/image.jpg,Apartment,-37.8113932,144.9533344,"(144.9533344, -37.8113932)",690000,buy,"$670,000 - $710,000"
"296-300 Little Lonsdale Steet, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140350415,"201/296-300 Little Lonsdale Steet, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/0a2b015bbf4722a161d334db9be5422023b6e9cd79e4594862e87c60ad7c8bb4/image.jpg,Apartment,,,,393000,buy,"$386,000-$400,000"
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140344375,"3413D/250 Spencer Street, Melbourne, Vic 3000",2,2,0,1,https://i2.au.reastatic.net/{size}/fd90d8ecac635b83c21ae6e0f348bf66290d76c341877ebe6021e8f4277d871b/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",820000,buy,"$800,000 - $840,000"
"60 A'beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140342003,"4009/60 A'beckett Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/0255703ffc44db7bd9c61327303eed6cddfc752c088421c2b4b0c9b5339b8324/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",430000,buy,"$410,000 - $450,000 Offer Welcome"
"260 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-134361678,"1807/260 Spencer Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/5602241c51dd81ee182c07a75729da00e50808498addfc9a277f2c266d117f43/image.png,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",672362.5,buy,"$636,975 - $707,750 Offer Welcome"
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140262563,"6709D/250 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/bea21c63ae716ad2ee6bfbd57d80f134d402a21cb9d76c43670dd21cc74eff00/image.png,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",535000,buy,"$520,000 - $550,000"
"600 Lt Bourke Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-studio-vic-melbourne-140239911,"804/600 Lt Bourke Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/2594aeabb03ca760d0761bb420d0383fdfc6e8955e3b6314d51e8f438290f37d/image.jpg,Studio,-37.8154676,144.9546001,"(144.9546001, -37.8154676)",115000,buy,115000 
"99 A'beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139734379,"521/99 A'beckett Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/11d56de2aa4a4ff931fc412cd175c33fb8bc0b54560f63937d5f4087c748d5e9/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",200000,buy,200000 
"33 Mackenzie Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140225779,"1007/33 Mackenzie Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/b884250c407d9c6c0bb14dd04cbc7e3870278fef412e54f1949cfc03eb058ca1/image.jpg,Apartment,-37.807427,144.9671085,"(144.9671085, -37.807427)",384000,buy,"$370,000 - $398,000"
"333 EXHIBITION STREET, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140147667,"1601/333 EXHIBITION STREET, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/1fcdb56c25579d4ab940111d86c68162c1e12187f07b4e6e1e5ff8a0174b6d0f/image.jpg,Apartment,-37.8080085,144.96842,"(144.96842, -37.8080085)",372500,buy,"$360,000 - $385,000"
"228 A'BECKETT STREET, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140187483,"1705/228 A'BECKETT STREET, Melbourne, Vic 3000",2,2,0,1,https://i2.au.reastatic.net/{size}/9e2fe8dadb4d5a838ef4ce916df43f8dc184220c4a438c8f411cec4519de15c7/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",600000,buy,600000 
"250 Elizabeth Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-serviced+apartment-vic-melbourne-140178755,"813/250 Elizabeth Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/08702c3403e555ea9fedfc8238195a4752a06d5b1c40c3b62b81524ce5f75255/image.jpg,Serviced Apartment,-37.8124101,144.9625534,"(144.9625534, -37.8124101)",300000,buy,"$290000-$310,000"
"62 Hayward Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140179119,"503/62 Hayward Lane, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/6124de681deee2c80fd9304431b0dd1f155d1d205451b8f2e4ac5017b91d4f97/image.jpg,Apartment,-37.8088683,144.966779,"(144.966779, -37.8088683)",168000,buy,"Private Sale $160,000 - $176,000"
"287 Exhibition Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140179111,"35/287 Exhibition Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/bc6df6c121b53b1cf01d59cd0f4e1aecd6b72a3b1cb942f094f0c7b4d66332f6/image.jpg,Apartment,-37.80907355,144.9688999,"(144.96889994999998, -37.80907355)",147000,buy,"Private Sale $140,000 - $154,000"
"127-141 A'beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140143611,"5106/127-141 A'beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/f711b1ff968360bdc96af26b3e1118b9fbad33c4ae5af5abfc46f79902fc4c4d/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",485000,buy,"$470,000 - $500,000"
"141 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140155691,"305/141 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/6e0bbdbdb792ce80df6026dc1d5a937b79abbc41ef9a66931074588fc8e1a802/image.jpg,Apartment,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",648000,buy,648000 
"280 Spencer St, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140144167,"1705/280 Spencer St, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/709c9b36896d82e8afa1111ef198c2ef5c09ce58297d63ff61783e5a82fa0cec/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",360000,buy,"$350,000-$370,000"
"370 Queen Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-townhouse-vic-melbourne-139883827,"304/370 Queen Street, Melbourne, Vic 3000",2,2,2,0,https://i2.au.reastatic.net/{size}/459388db0dcb1004e76f06220d09d2809b62249ecde3fa86e18f70d1b1108f7d/image.jpg,Townhouse,-37.8119956,144.9594357,"(144.9594357, -37.8119956)",1296000,buy,1296000 
"370 Queen Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139810143,"7001/370 Queen Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/612944310b192462ebca2119ef75eecb885b8b534af26f6157346c497a49d5eb/image.jpg,Apartment,-37.8119956,144.9594357,"(144.9594357, -37.8119956)",2026300,buy,2026300 
"111 A'Beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140119347,"708/111 A'Beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/d10f3dc6340134aae906bc84cda2b4c16975b4bc5e92b686ceca5a634672ed0d/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",747000,buy,747000 
"33 Rose Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-138383243,"3405/33 Rose Lane, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/9f68fbf86d502b762605dc565eadd640dd18f475b4519f1538e65f3612ef360b/image.jpg,Apartment,-37.8151054,144.9538211,"(144.95382108260804, -37.8151054)",455000,buy,"$435,000 - $475,000"
"181 Exhibition St, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140091011,"301/181 Exhibition St, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/e6bdda5614e8b7c84fb781afb31b76b3962171c4255d298535907c88d12864a4/image.jpg,Apartment,-37.8081508,144.9686945,"(144.9686945, -37.8081508)",640000,buy,640000 
"141 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140087883,"1903/141 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/f7290500bfdcaf8095e4faf76b80f376a156e3126569a61f4fd78c6246f63ff3/image.jpg,Apartment,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",517000,buy,517000 
"238  Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139809239,"801/238  Flinders Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/7f2ca12329e88103ae38487e87a690f24107713d7d31636f8494197274ac45f2/image.jpg,Apartment,-37.8175372,144.9665144,"(144.9665144, -37.8175372)",465000,buy,"$450,000-$480,000"
"268 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139670095,"108/268 Flinders Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/a59d29c9fe3a897744bb3631ff46911e81b982edb3dc17f16b78b63e639f63f8/image.jpg,Apartment,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",169500,buy,169500 
"33 Rose Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140042803,"204/33 Rose Lane, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/7497cd64310f982edb5e1e70145bbf947b072adb36e7a01e8de8f1c519b24f7c/image.jpg,Apartment,-37.8151054,144.9538211,"(144.95382108260804, -37.8151054)",367500,buy,"$350,000 - $385,000 Private sale negotiation"
"408 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140035391,"218/408 Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/152735441ee4ed6677eac766083bca997b4531338dcd2bd25a4619c6a02f7401/image.jpg,Apartment,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",255000,buy,"Private Sale $245,000 - $265,000"
"111-125 A'Beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140003511,"706/111-125 A'Beckett Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/9544fef0283d1aa16f9d0de90eb93fb0bfe4bb6893834f5f3055bd98d27f8bfc/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",530880,buy,530880 
"624 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139996455,"Level 3X/624 Lonsdale Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/89a966fde4a7ba3ebf94254174530931733a4db90360e9be7746e8035e9a1a6c/image.jpg,Apartment,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",716250,buy,716250 
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139985635,"2x10D/250 Spencer Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/3214930c2519293021aa874b8800f5c9053c91380e15d0964aefe0050c6433fc/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",800400,buy,800400 
"299 King Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139985731,"2x10/299 King Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/e46e5a84b742f72f1dd648eee55b514ef401607b32df34627d29b150e2d8fcee/image.jpg,Apartment,-37.812495,144.9540153,"(144.9540153, -37.812495)",767000,buy,767000 
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139981115,"1X08/250 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/828495e12917ef9c479b9b9f851de2b2bb4ffec7d61fd682b48ae0f9a5086a10/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",530000,buy,530000 
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139985807,"2x05D/250 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/149773da7bb3351891ce3a2060afc9b788bf34596ddefd09c6627a28e59644bd/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",486864,buy,486864 
"568 Collins St, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139969707,"4505/568 Collins St, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/974d018a0ebe8bb360daea94457f384789fc1610e811876f8eac34f319e52f17/image.jpg,Apartment,-37.81835585,144.9554293,"(144.95542933144475, -37.81835585)",502500,buy,"$485,000-$520,000"
"33 Rose Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139960271,"3507/33 Rose Lane, Melbourne, Vic 3000",3,2,0,0,https://i2.au.reastatic.net/{size}/0e60fd3918e2383cb4904c2f44b892b0bd04c725727d5a0c14e9bfd2438b8a29/image.jpg,Apartment,-37.8151054,144.9538211,"(144.95382108260804, -37.8151054)",720000,buy,720000 
"135 A'Beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139939499,"6105/135 A'Beckett Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/6afc83c8511c048718a8cb6d3487b141340016ccd68f5c80d4c3a3a82912b39f/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",910000,buy,"$890,000-$930,000"
"220 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139926859,"4005/220 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/2134bbe738e2f9a79e5af14dcdf444c80d285caf6763ccd6fbce0224b6e693d6/image.jpg,Apartment,-37.815983,144.952991,"(144.952991, -37.815983)",294000,buy,"$280,000-$308,000"
