location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,pprice,type,house_type
"80 Duke Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-434969803,"80 Duke Street, Richmond, Vic 3121",3,1,0,0,https://i2.au.reastatic.net/{size}/d075f667b75e75e36aa1044cc017784c5a2b90fc0063800c98d05fcb004192e3/image.jpg,-37.82559115,145.0032367,"(145.00323669999997, -37.82559115)",660,rent,House
"73 River Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435092451,"99/73 River Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/8efd30a5620fe1e349168521c61e8cd74a5918cb6d47a4fef7a797045362a654/image.jpg,-37.8153943,145.0134574,"(145.0134574, -37.8153943)",570,rent,Apartment
"525 High St, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-435311355,"110/525 High St, Prahran, Vic 3181",2,2,2,0,https://i2.au.reastatic.net/{size}/406bf09d021327c4074f7e87e49e1e9e13a4f1fa7e15f3023214a51555732c8b/image.jpg,-37.8524723,144.9979405,"(144.9979405, -37.8524723)",810,rent,Apartment
"450 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-427157610,"804/450 St Kilda Road, Melbourne, Vic 3004",1,1,1,0,https://i2.au.reastatic.net/{size}/4aea741d01ed372915f98f6147c076ebd67f6ef6b2cf224736d579d9ca2e5732/image.jpg,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",500,rent,Apartment
"61 Little Oxford Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-435119195,"2/61 Little Oxford Street, Collingwood, Vic 3066",2,1,1,0,https://i2.au.reastatic.net/{size}/0d796fc2967834d976d6a4f8d8cd6bdeda1920230cb314b61463721c24eb5c4b/image.jpg,-37.80462565,144.9839027,"(144.98390268460776, -37.80462565)",510,rent,Apartment
"570 Lygon Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435119171,"5405/570 Lygon Street, Carlton, Vic 3053",1,1,0,0,https://i2.au.reastatic.net/{size}/ee7252adff45cc18316980a8ed4fb56bc17df1f824af03194ec2c938319683c9/image.jpg,-37.8035818,144.9663715,"(144.9663715, -37.8035818)",350,rent,Apartment
"7 St Malo Street, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-435411971,"7 St Malo Street, Prahran, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/e46e2e1f9b43535a4e91e108dcba6216bb220689a210140dc01892630edb4f72/image.jpg,-37.8514284,145.0024746,"(145.0024746, -37.8514284)",800,rent,House
"31 Napoleon Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-435311311,"207G/31 Napoleon Street, Collingwood, Vic 3066",1,1,1,1,https://i2.au.reastatic.net/{size}/69376f028c48001c90006d8697af268dda2eccb13860d95b9e5376c55c4fe8ae/image.jpg,-37.801638,144.9868549,"(144.9868549, -37.801638)",410,rent,Apartment
"346 Punt Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-house-vic-south+yarra-435219935,"346 Punt Road, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/672faac8a945284d153ef0111346185ff78d8f5cac680b75c0f99f59146ba2a8/image.jpg,-37.8367257,144.9868596,"(144.9868596, -37.8367257)",650,rent,House
"35 Albert Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-427588666,"1119/35 Albert Road, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/2b7a74f8ebc53454ca7170d1cf35d9206e01be511b9a54cfa7e73f598c97da2e/image.jpg,-37.8348149,144.9722264,"(144.9722264, -37.8348149)",580,rent,Apartment
"33 Blackwood Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-426754834,"1003/33 Blackwood Street, North Melbourne, Vic 3051",1,1,0,0,https://i2.au.reastatic.net/{size}/185b1e6de3b326f87ecda1ccf8916d8e67df5b7b4d5988de8b11206b1e1a3c3f/image.jpg,-37.8006647,144.9552091,"(144.9552090982519, -37.8006647)",475,rent,Apartment
"110 Caroline Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-433198086,"12/110 Caroline Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/aaf8eb4bcaae3854f9c6cf7ee53a91fdf37c787d301595d188584e23a3bf311b/image.jpg,-37.834955,144.9888301,"(144.9888301, -37.834955)",400,rent,Apartment
"30 Newquay Promenade, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435118879,"302/30 Newquay Promenade, Docklands, Vic 3008",3,2,1,0,https://i2.au.reastatic.net/{size}/f0f789e8999c98249065f6075f3adcdb634a39d503c4a7a3c6dd104f084094f6/image.jpg,-37.8159285,144.9381575,"(144.9381575, -37.8159285)",1000,rent,Apartment
"386 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-432759758,"19/386 Toorak Road, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/3411a17ac26b518e33230721923cb82b6343e7b8ad604c9634bd0eb38f65601e/image.jpg,-37.8382074,144.985679,"(144.985679, -37.8382074)",530,rent,Apartment
"11 Flockhart Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-435411535,"EG08/11 Flockhart Street, Abbotsford, Vic 3067",2,1,1,0,https://i2.au.reastatic.net/{size}/1d97770d54fa840132a3b17b001215337fd4d5dd6d641bdea403d51f83a9faff/image.jpg,-37.809259,145.0074045,"(145.0074045, -37.809259)",430,rent,Apartment
"488 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-studio-vic-carlton-435411527,"3616/488 Swanston Street, Carlton, Vic 3053",2,1,0,0,https://i2.au.reastatic.net/{size}/efbb1e708243724c226709a59fe6eff960fa8965f8a4461b125798a8cb2b6b53/image.jpg,-37.80541759,144.9633044,"(144.96330437142856, -37.80541758571429)",400,rent,Studio
"9 Dryburgh Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435310979,"102/9 Dryburgh Street, West Melbourne, Vic 3003",2,2,1,0,https://i2.au.reastatic.net/{size}/d4c3d031fc46b0d89bd9ffbcd193fb510c38683c04a260d3c3c0f95b251fc495/image.jpg,-37.8069825,144.9425344,"(144.9425344, -37.8069825)",550,rent,Apartment
"35 Clara Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435411395,"11/35 Clara Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/7894e604eed7599f33cc098ced4021e52c392a09f60707396ba01367d52c2807/image.jpg,-37.840756,144.9979275,"(144.9979275, -37.840756)",320,rent,Apartment
"26 Nicholson Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-435310931,"G2/26 Nicholson Street, Fitzroy North, Vic 3068",2,2,1,0,https://i2.au.reastatic.net/{size}/dc2b6ea2644a3323bcd72f69a0f089771b4afa55ca970e42ab95695ad9abbfac/image.jpg,-37.77448578,144.9791786,"(144.97917862, -37.774485780000006)",570,rent,Apartment
"883 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435410795,"1808s/883 Collins Street, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/fb7c91ba0e2a4b4c809eead5aa0c6eee42b1d0cc7e7a7f04a92e15ae4236af90/image.jpg,-37.8211886,144.943805,"(144.943805, -37.8211886)",470,rent,Apartment
"79 Whiteman Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-431948330,"172/79 Whiteman Street, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/8a7c87c7b1b5daab57ead03858b266f7204856eb0ab169391f3efa59becc51c5/image.jpg,-37.8233057,144.9604034,"(144.9604034, -37.8233057)",450,rent,Apartment
"81 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-studio-vic-melbourne-435411151,"506/81 Queens Road, Melbourne, Vic 3004",0,1,1,0,https://i2.au.reastatic.net/{size}/d7afde034290f1f25bdf8cc343d555bb6b456003eee9f56c2d6c855e1f0cc69e/image.jpg,-37.8373319,144.9735305,"(144.9735305, -37.8373319)",320,rent,Studio
"525 High Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-435411147,"2/525 High Street, Prahran, Vic 3181",2,2,2,0,https://i2.au.reastatic.net/{size}/9fe13561124a417bd5c9e30da993857a06368990a9dcb5696caa31fcd6788332/image.jpg,-37.8524723,144.9979405,"(144.9979405, -37.8524723)",760,rent,Apartment
"2-6 McCutcheon Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-435411059,"7/2-6 McCutcheon Street, Northcote, Vic 3070",1,1,1,0,https://i2.au.reastatic.net/{size}/4589ee8184afd6dc52f8c071ad8a77fc534a8108dc6812c0f5ce6219831109ce/image.jpg,-37.7676995,144.9997241,"(144.9997241, -37.7676995)",420,rent,Apartment
"94 Cade Way, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-435411023,"109/94 Cade Way, Parkville, Vic 3052",1,1,1,0,https://i2.au.reastatic.net/{size}/82c2ad31692d546f8979c766eba512b9610355be0fb0478b5b279baac747e6ab/image.jpg,-37.7778383,144.9407438,"(144.9407438, -37.7778383)",380,rent,Apartment
"89 Gladstone St, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-435410991,"1402/89 Gladstone St, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/8f7c4464398e1814d8176c65ac8adc7c8a7e782a4d9e32668f0b021b96e49b0d/image.jpg,-37.8301288,144.950022,"(144.9500220120891, -37.8301288)",550,rent,Apartment
"29 Upton Road, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-435410819,"3/29 Upton Road, Prahran, Vic 3181",3,1,1,0,https://i2.au.reastatic.net/{size}/786484b823b0e9aef50afe92c45aab0de478620b991c04d465d38f6344ab038b/image.jpg,-37.853484,144.9882078,"(144.9882078, -37.853484)",625,rent,Apartment
"170 High Street, Northcote, Vic 3070",https://www.realestate.com.au/property-unit-vic-northcote-435218591,"2/170 High Street, Northcote, Vic 3070",2,1,1,0,https://i2.au.reastatic.net/{size}/eea13f65592378f3d686850ff5163c3b558442bd383fb425fb05b2d14bcd6e85/image.jpg,-37.7775269,144.9974066,"(144.9974066, -37.7775269)",450,rent,Unit
"1 Balston Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435410619,"4112/1 Balston Street, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/5c8e7340b66075c1e6a8c09d312741bf6a68fddd1949a3337b3f8ae44979ec80/image.jpg,-37.82516395,144.961656,"(144.96165600047658, -37.825163950000004)",620,rent,Apartment
"649 Chapel Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-434374447,"1701/649 Chapel Street, South Yarra, Vic 3141",3,3,2,0,https://i2.au.reastatic.net/{size}/8116d1bcc9fd924c79fa259c920335e27883a74ac6caa6b8fc03d57306c3e622/image.jpg,-37.835803,144.9963495,"(144.9963495, -37.835803)",1250,rent,Apartment
"29-31 Brighton Rd, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435410539,"8/29-31 Brighton Rd, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/78c9bbbed163157db03e0d562c553f304068a585da39775075199caff32aea1b/image.jpg,-37.8681911,144.9870109,"(144.9870109, -37.8681911)",450,rent,Apartment
"49 Kensington Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435410519,"2/49 Kensington Road, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/85583c822c627fe2af177c2da5d343d17918be34b4f757ef2f3e95ea03c2a168/image.jpg,-37.8359339,145.00171,"(145.00171, -37.8359339)",800,rent,Apartment
"7 Claremont Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-429452854,"1215/7 Claremont Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/e9207856517ae7bc06bef171a49cb0b429d8c351831c19a8f46019c712a0867a/image.jpg,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",550,rent,Apartment
"8 Davison Place, South Yarra, Vic 3141",https://www.realestate.com.au/property-townhouse-vic-south+yarra-435218263,"8 Davison Place, South Yarra, Vic 3141",4,4,2,0,https://i2.au.reastatic.net/{size}/8eb1ab2268772f2d61857cb45c2a61a5f187be291e3a3a9b2a9579fc5abd5554/image.jpg,-37.8422021,144.9945062,"(144.9945062, -37.8422021)",1800,rent,Townhouse
"88 Wells Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435309795,"43/88 Wells Street, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/3e3e31318cf1c287f32c610f27b34fda92e86d4b35b1091f4ccbb5f2189d0db8/image.jpg,-37.8272319,144.9688052,"(144.9688052, -37.8272319)",560,rent,Apartment
"297 Clarendon Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-434113271,"103/297 Clarendon Street, South Melbourne, Vic 3205",2,1,1,0,https://i2.au.reastatic.net/{size}/5a6cec31015720d2c162be277d00c66a14f78a1a9854ba7daff97d66ca24868d/image.jpg,-37.8328763,144.9605278,"(144.9605278, -37.8328763)",550,rent,Apartment
"245 Queens Parade, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-435309719,"404/245 Queens Parade, Fitzroy North, Vic 3068",1,1,1,0,https://i2.au.reastatic.net/{size}/153bd040cf329a99ce8b84bfa6a9679b52915aa2e6a398b0b4061fdaa48999d3/image.png,-37.790888,144.9855503,"(144.9855503, -37.790888)",420,rent,Apartment
"42-48 Claremont St, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-434400363,"1502/42-48 Claremont St, South Yarra, Vic 3141",2,1,0,0,https://i2.au.reastatic.net/{size}/a1928a955f9f61f530ac76d81c36db057bdc2bee128ac1fd22273871e9707dc4/image.jpg,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",900,rent,Apartment
"2 Emilton Avenue, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435410299,"11/2 Emilton Avenue, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/8c229381aab24690073ee64e2d2955ee90c0c00a48c8a44d27bcf555061f294b/image.jpg,-37.8622771,144.9815115,"(144.9815115, -37.8622771)",380,rent,Apartment
"K6  High Street, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435410011,"G07/K6  High Street, Windsor, Vic 3181",2,2,1,1,https://i2.au.reastatic.net/{size}/1d76517d6b1c87deb5ed2da1f47c3bf41ee331ef577b8b5036d263c7ada814bc/image.jpg,-37.8516236,144.9916151,"(144.9916151, -37.8516236)",550,rent,Apartment
"97 Merton Street, Albert Park, Vic 3206",https://www.realestate.com.au/property-house-vic-albert+park-435410239,"97 Merton Street, Albert Park, Vic 3206",3,1,0,0,https://i2.au.reastatic.net/{size}/635c49347e98ade2926829fbc5c1d6829a1c753dff53363387725e4725ef9881/image.jpg,-37.84424185,144.9553983,"(144.95539830970785, -37.84424185)",575,rent,House
"11 Queen Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-435410055,"11 Queen Street, Fitzroy North, Vic 3068",3,1,0,0,https://i2.au.reastatic.net/{size}/e16da93eb8b3388d0a071f2b1d04d90b6b37b98467edeb8088948767b80b03f4/image.jpg,-37.775722,144.982477,"(144.982477, -37.775722)",750,rent,House
"604 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-418979318,"91/604 St Kilda Road, Melbourne, Vic 3004",2,1,2,0,https://i2.au.reastatic.net/{size}/dd5b1dc2530285f07dba1961c85b5b6e4309ab2657d27bb2e4c38590aaff0312/image.jpg,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",800,rent,Apartment
"5 Lightfoot Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-414462247,"5 Lightfoot Street, Richmond, Vic 3121",4,1,2,0,https://i2.au.reastatic.net/{size}/34e1b22068005800c90b76d2cfd87047bc3f7c9d2a6a7163e392c636cce36cf4/image.jpg,-37.8219931,145.0122171,"(145.0122171, -37.8219931)",635,rent,House
"1 Balston Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-432841850,"4008/1 Balston Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/7ba68f8999ae9a1a330c639bbfe934fc580d74b9fd2887ee86007caac5c06781/image.jpg,-37.82516395,144.961656,"(144.96165600047658, -37.825163950000004)",500,rent,Apartment
"100 Lorimer Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435409551,"906/100 Lorimer Street, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/d3527ab93f537fb74e4f388130b6c4cbd597f37f53410c78c95787d7182330da/image.jpg,-37.82409425,144.9429801,"(144.94298009613826, -37.82409425)",600,rent,Apartment
"3 Hoddle Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-435308863,"116/3 Hoddle Street, Collingwood, Vic 3066",1,1,1,0,https://i2.au.reastatic.net/{size}/84ff331c15f4a6a161f74288513d6268e631bbdb8a1ea590982697c72cc2b7b6/image.jpg,-37.8024744,144.992446,"(144.992446, -37.8024744)",450,rent,Apartment
"8 Garden Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435308815,"102/8 Garden Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/39f8f2a70a958209f02cb3ed57f73b094f5c55c6c3680596f0a71f9ea8663ad1/image.jpg,-37.8432296,144.9957894,"(144.9957894, -37.8432296)",600,rent,Apartment
"555 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435409463,"3003/555 Swanston Street, Carlton, Vic 3053",1,1,0,0,https://i2.au.reastatic.net/{size}/8871989d503fbf48def2542d7f16ba0d75e8b2820ec875be16473b08ccef1dfd/image.jpg,-37.8003891,144.9640666,"(144.9640666, -37.8003891)",420,rent,Apartment
"35 Clara Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435409359,"2/35 Clara Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/ff7947f947f1943c55056899d54d96bdef5f78255e0c7fcb9f5040f5ec938d8e/image.jpg,-37.840756,144.9979275,"(144.9979275, -37.840756)",350,rent,Apartment
"39 Coventry Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435216723,"1608/39 Coventry Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/038718279f018eb54716c03f7592b60ed6af709c62fd7b07e3ab365f5ed7f052/image.jpg,-37.8295652,144.9693905,"(144.96939049900152, -37.8295652)",600,rent,Apartment
"72 Gadd Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-435409271,"205/72 Gadd Street, Northcote, Vic 3070",2,1,1,0,https://i2.au.reastatic.net/{size}/e72e0ae117d3a07080b1b6e2fdee3f087a0ed2ce10990ccf3ec91b94f9d36e3b/image.jpg,-37.763186,144.9958289,"(144.9958289, -37.763186)",400,rent,Apartment
"79 Whiteman Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435409223,"147/79 Whiteman Street, Southbank, Vic 3006",3,1,2,0,https://i2.au.reastatic.net/{size}/923917f45aec43ea0fa22216987e657ed96b049186e2d6e21e668d0b4a392226/image.jpg,-37.8233057,144.9604034,"(144.9604034, -37.8233057)",720,rent,Apartment
"14 David Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435409111,"1101/14 David Street, Richmond, Vic 3121",1,1,1,1,https://i2.au.reastatic.net/{size}/7b9dca85849b81508a5b8f39ee950122c213d3933f6c96634700e39de595900d/image.jpg,-37.8147977,145.0118159,"(145.0118159, -37.8147977)",460,rent,Apartment
"17-19 Aberdeen Grove, Northcote, Vic 3070",https://www.realestate.com.au/property-house-vic-northcote-434716707,"17-19 Aberdeen Grove, Northcote, Vic 3070",3,1,1,0,https://i2.au.reastatic.net/{size}/9fb5eb14615cedf948bb19fe53684f436c148fe5e84ae2100e49009b240371dc/image.jpg,-37.7743699,144.9925536,"(144.9925536, -37.7743699)",895,rent,House
"8 Pearl River Road, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435408939,"F9/8 Pearl River Road, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/1e92adefe923454afe0672c33636b95968d59007365dbb474cf947115e2d3278/image.jpg,-37.8136377,144.9373257,"(144.9373257, -37.8136377)",450,rent,Apartment
"105 Batman Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435308315,"1705/105 Batman Street, West Melbourne, Vic 3003",1,1,0,0,https://i2.au.reastatic.net/{size}/708b542144067a2db028a121c082d163cf73bdf030b99468a889eedae74f1fe3/image.jpg,-37.8112681,144.9494013,"(144.9494013, -37.8112681)",520,rent,Apartment
